1	a	آلمانی
5	a	انگلیسی
1	a	اول
2	a	باز
2	a	بزرگ
1	a	بسته
1	a	بلند
1	a	بیش,دارا
3	a	ثابت
1	a	جزئی
1	a	حلال
1	a	خم
2	a	دارا
1	a	دیگر
1	a	راحت,تر
1	a	رایگان
1	a	رسمی
1	a	رومی
1	a	سفید
1	a	سودمند
1	a	سیزدهمین
1	a	شاخص
1	a	شادمان
2	a	شامل
1	a	شایع
1	a	شل
1	a	شهر
1	a	صحیح
2	a	طبیعی
1	a	عمومی
1	a	فرانسوی
13	a	فرهنگی
1	a	فشرده
1	a	قابل
1	a	لاتین
1	a	مادی
1	a	متصل
1	a	متعلق
1	a	متغیر
1	a	مستقل
1	a	مشابه
1	a	معدنی
1	a	مغلوب
1	a	مناسب
1	a	نظامی
1	a	هلندی
1	a	وارد
2	a	واقع
1	a	پیشرفته
1	a	کل
1	a	کم
1	a	کوچک,مساوی
1	b	بانکی
1	b	بسته
1	b	بیش
1	b	تاریک
1	b	تنها
3	b	جزئی
1	b	جهانی
1	b	دوم
2	b	راضی
1	b	رومی
1	b	شامل
1	b	فعال
1	b	محدود
1	b	مخالف
1	b	مساوی
1	b	مطابق
1	b	منحصر
1	b	منفی
1	b	همجوار
1	b	پیوسته
1	b	کم
1	bbc	ایرانی
1	bbc	مشترک
4	bbc	کوتاه
2	d	انگلیسی
1	d	ایرانی
1	d	باز
1	d	بالا
5	d	بعد
1	d	بیش
1	d	تحلیلی
1	d	ثابت
1	d	خارجی
4	d	خصوصی
1	d	سابق
1	d	ساخته
1	d	سخت
1	d	سفید
1	d	شایع
1	d	ششم
1	d	عربی
2	d	عمومی
1	d	فرهنگی
1	d	قادر
1	d	مجزا
1	d	مستقیم
1	d	منشعب
1	d	ناظر
1	d	ناموفق
1	d	نو
2	d	هلندی
3	d	همگانی
1	d	واقعی
1	d	ورزشی,ورزشی
1	d	پارسی,باستان
1	d	چپ
1	d	چینی,ساده
2	f	بزرگ
1	f	ثابت
1	f	خروجی
1	f	روستایی
1	f	زیر
1	f	شبیه
1	f	مربوط
1	f	مربوطه
1	f	پر
1	f	پیوسته
1	g	اضافه
1	g	بزرگ
1	g	تنک
2	g	ثابت
3	g	ثابت,جهانی
1	g	حداکثر
